id,year,month,day,tavg,precip,qobs,latitude,date
01094500,1994,2,6,-3.477777777778,0.0,1.198542601432,42.573291,1994-02-06
01094500,1994,2,7,-5.3291666666665,0.0,1.119806226155,42.573291,1994-02-07
01094500,1994,2,8,-9.334111111111001,6.09092,1.076063795446,42.573291,1994-02-08
01094500,1994,2,9,-14.608333333333501,8.12546,1.023572878595,42.573291,1994-02-09
01094500,1994,2,10,-16.865000000000002,0.35814,1.076063795446,42.573291,1994-02-10
01094500,1994,2,11,-14.748611111111,6.44398,0.99732742017,42.573291,1994-02-11
01094500,1994,2,12,-11.9258333333335,1.815846,1.067315309304,42.573291,1994-02-12
01094500,1994,2,13,-4.45,1.721358,1.041069850879,42.573291,1994-02-13
01094500,1994,2,14,-7.5347222222225,0.0,0.99732742017,42.573291,1994-02-14
01094500,1994,2,15,-14.277222222221999,0.0,0.962333475602,42.573291,1994-02-15
01094500,1994,2,16,-9.220555555556,0.00630936,0.944836503318,42.573291,1994-02-16
01094500,1994,2,17,-8.702777777778,0.0,0.874848614184,42.573291,1994-02-17
01094500,1994,2,18,-4.151388888889,0.0,0.927339531035,42.573291,1994-02-18
01094500,1994,2,19,1.3638888888885,0.0,1.023572878595,42.573291,1994-02-19
01094500,1994,2,20,5.1305555555555005,0.0,1.635966908524,42.573291,1994-02-20
01094500,1994,2,21,8.1833333333335,0.812546,3.534388401303,42.573291,1994-02-21
01094500,1994,2,22,3.7861111111109995,0.2416048,3.963064222253,42.573291,1994-02-22
01094500,1994,2,23,-2.2,6.57352,2.991982260509,42.573291,1994-02-23
01094500,1994,2,24,-7.183333333333,7.87146,2.528312494991,42.573291,1994-02-24
01094500,1994,2,25,-4.944444444444501,2.92862,2.082139701757,42.573291,1994-02-25
01094500,1994,2,26,-7.580555555556,3.65506,1.7147032838,42.573291,1994-02-26
01094500,1994,2,27,-11.5855555555555,0.254,1.574727505531,42.573291,1994-02-27
01094500,1994,2,28,-10.7994444444445,0.0,1.487242644112,42.573291,1994-02-28
01094500,1994,3,1,-10.803055555556,0.0,1.294775948992,42.573291,1994-03-01
01094500,1994,3,2,-10.071666666667001,1.651508,1.224788059857,42.573291,1994-03-02
01094500,1994,3,3,-9.6705555555555,19.23542,1.224788059857,42.573291,1994-03-03
01094500,1994,3,4,-3.5083333333335,4.06654,1.434751727261,42.573291,1994-03-04
01094500,1994,3,5,-1.9,0.0,1.312272921276,42.573291,1994-03-05
01094500,1994,3,6,-3.5722222222225,0.0,1.207291087574,42.573291,1994-03-06
01094500,1994,3,7,-1.0555555555554998,3.9243,1.163548656864,42.573291,1994-03-07
01094500,1994,3,8,2.3694444444445,6.3881,1.977157868055,42.573291,1994-03-08
01094500,1994,3,9,-0.4249999999999998,16.45666,2.537060981133,42.573291,1994-03-09
01094500,1994,3,10,-2.083333333333,31.4706,7.462458678988,42.573291,1994-03-10
01094500,1994,3,11,0.5166666666665001,2.9083,9.010940726093,42.573291,1994-03-11
01094500,1994,3,12,-2.9305555555554994,0.0,5.266588657386,42.573291,1994-03-12
01094500,1994,3,13,-1.9277777777774996,0.0,3.954315736111,42.573291,1994-03-13
01094500,1994,3,14,2.0944444444445,0.254,3.849333902409,42.573291,1994-03-14
01094500,1994,3,15,2.6444444444445,1.919224,4.033052111387,42.573291,1994-03-15
01094500,1994,3,16,3.7527777777780003,13.73886,5.266588657386,42.573291,1994-03-16
01094500,1994,3,17,-0.3777777777779998,5.75818,5.42406140794,42.573291,1994-03-17
01094500,1994,3,18,-4.575,2.43586,3.866830874692,42.573291,1994-03-18
01094500,1994,3,19,-3.313888888889,0.50165,3.324424733898,42.573291,1994-03-19
01094500,1994,3,20,-0.5888888888885,0.0,2.895748912948,42.573291,1994-03-20
01094500,1994,3,21,-0.297222222222,7.43966,2.773270106963,42.573291,1994-03-21
01094500,1994,3,22,1.2833333333330001,13.82776,7.200004094733,42.573291,1994-03-22
01094500,1994,3,23,1.461111111111,0.552196,8.23232545947,42.573291,1994-03-23
01094500,1994,3,24,7.677777777777501,0.0,9.360880171767,42.573291,1994-03-24
01094500,1994,3,25,6.513888888889,0.0,9.010940726093,42.573291,1994-03-25
01094500,1994,3,26,4.0888888888890005,0.0,7.733661749385,42.573291,1994-03-26
01094500,1994,3,27,1.8166666666665,12.69746,7.374973817569,42.573291,1994-03-27
01094500,1994,3,28,1.8833333333335,5.04698,8.748486141838,42.573291,1994-03-28
01094500,1994,3,29,3.936111111111,4.01066,8.512277016008,42.573291,1994-03-29
01094500,1994,3,30,-0.6166666666664999,0.552196,6.718837356932,42.573291,1994-03-30
01094500,1994,3,31,2.061111111111,0.0,5.843988742748,42.573291,1994-03-31
01094500,1994,4,1,3.8583333333334995,0.0,5.931473604166,42.573291,1994-04-01
01094500,1994,4,2,4.4166666666665,0.0,6.123940299287,42.573291,1994-04-02
01094500,1994,4,3,4.1305555555555,5.36956,5.677767506053,42.573291,1994-04-03
01094500,1994,4,4,6.8722222222225,1.266444,7.882386013796,42.573291,1994-04-04
01094500,1994,4,5,4.4305555555555,0.0,7.296237442293,42.573291,1994-04-05
01094500,1994,4,6,6.1805555555555,4.20624,6.115191813145,42.573291,1994-04-06
01094500,1994,4,7,7.8555555555555,5.79882,6.675094926222,42.573291,1994-04-07
01094500,1994,4,8,3.1166666666664997,0.61214,6.193928188421,42.573291,1994-04-08
01094500,1994,4,9,4.163888888889,0.0,4.557961279898,42.573291,1994-04-09
01094500,1994,4,10,5.9805555555555,7.4041,3.936818763827,42.573291,1994-04-10
01094500,1994,4,11,6.1444444444445,1.409954,4.19052486194,42.573291,1994-04-11
01094500,1994,4,12,5.338888888889,0.87249,3.499394456735,42.573291,1994-04-12
01094500,1994,4,13,5.1611111111109995,9.23544,3.306927761615,42.573291,1994-04-13
01094500,1994,4,14,6.9277777777775,2.68478,5.406564435656,42.573291,1994-04-14
01094500,1994,4,15,7.836111111110999,0.0,4.146782431231,42.573291,1994-04-15
01094500,1994,4,16,13.0972222222225,11.46302,3.849333902409,42.573291,1994-04-16
01094500,1994,4,17,9.4916666666665,2.9845,4.802918891869,42.573291,1994-04-17
01094500,1994,4,18,5.6194444444444995,0.304546,3.700609637997,42.573291,1994-04-18
01094500,1994,4,19,6.6083333333335,3.3401,3.096964094211,42.573291,1994-04-19
01094500,1994,4,20,11.2861111111115,0.504444,3.114461066494,42.573291,1994-04-20
01094500,1994,4,21,4.463888888889,0.0,2.493318550424,42.573291,1994-04-21
01094500,1994,4,22,3.1916666666665,0.0,2.152127590892,42.573291,1994-04-22
01094500,1994,4,23,3.5222222222224997,0.0,1.915918465063,42.573291,1994-04-23
01094500,1994,4,24,7.9194444444445,0.0,1.758445714509,42.573291,1994-04-24
01094500,1994,4,25,14.583333333333501,1.167892,1.61846993624,42.573291,1994-04-25
01094500,1994,4,26,6.294444444444499,2.54254,1.644715394666,42.573291,1994-04-26
01094500,1994,4,27,7.822222222222001,6.45668,1.968409381914,42.573291,1994-04-27
01094500,1994,4,28,16.311111111111,1.314196,2.493318550424,42.573291,1994-04-28
01094500,1994,4,29,10.677777777778001,0.0,1.933415437346,42.573291,1994-04-29
01094500,1994,4,30,12.1333333333335,1.090676,1.7147032838,42.573291,1994-04-30
01094500,1994,5,1,14.525,11.26236,1.942163923488,42.573291,1994-05-01
01094500,1994,5,2,9.3388888888885,0.662686,2.257109424594,42.573291,1994-05-02
01094500,1994,5,3,5.6583333333335,0.0,1.767194200651,42.573291,1994-05-03
01094500,1994,5,4,8.433333333333,0.254,1.565979019389,42.573291,1994-05-04
01094500,1994,5,5,9.872222222222,2.6543,1.600972963956,42.573291,1994-05-05
01094500,1994,5,6,7.0194444444445,5.64134,1.95091240963,42.573291,1994-05-06
01094500,1994,5,7,6.5,8.97128,2.178373049318,42.573291,1994-05-07
01094500,1994,5,8,11.7444444444445,22.24532,6.351400938974,42.573291,1994-05-08
01094500,1994,5,9,8.45,0.758444,5.214097740535,42.573291,1994-05-09
01094500,1994,5,10,14.108333333333,0.0,3.359418678466,42.573291,1994-05-10
01094500,1994,5,11,8.8416666666665,0.0,2.545809467275,42.573291,1994-05-11
01094500,1994,5,12,10.872222222222,2.187956,2.152127590892,42.573291,1994-05-12
01094500,1994,5,13,7.9416666666664995,0.254,1.915918465063,42.573291,1994-05-13
01094500,1994,5,14,7.311111111111,0.0,1.635966908524,42.573291,1994-05-14
01094500,1994,5,15,11.7666666666665,8.64362,1.504739616396,42.573291,1994-05-15
01094500,1994,5,16,14.563888888888501,17.52346,4.23426729265,42.573291,1994-05-16
01094500,1994,5,17,7.425000000000001,7.35584,4.750427975018,42.573291,1994-05-17
01094500,1994,5,18,7.5333333333335,1.778,3.858082388551,42.573291,1994-05-18
01094500,1994,5,19,8.697222222222,0.301752,3.018227718934,42.573291,1994-05-19
01094500,1994,5,20,7.4805555555555,0.0,2.493318550424,42.573291,1994-05-20
01094500,1994,5,21,8.677777777778001,0.0,2.055894243332,42.573291,1994-05-21
01094500,1994,5,22,14.877777777777998,0.0,1.784691172935,42.573291,1994-05-22
01094500,1994,5,23,18.641666666666502,7.4422,2.195870021601,42.573291,1994-05-23
01094500,1994,5,24,18.1277777777775,1.55575,2.239612452311,42.573291,1994-05-24
01094500,1994,5,25,17.236111111111,2.082546,1.784691172935,42.573291,1994-05-25
01094500,1994,5,26,16.7583333333335,7.14756,1.767194200651,42.573291,1994-05-26
01094500,1994,5,27,10.8944444444445,1.618488,2.545809467275,42.573291,1994-05-27
01094500,1994,5,28,5.9472222222225,0.00630936,1.85467906207,42.573291,1994-05-28
01094500,1994,5,29,10.9722222222225,0.0,1.548482047105,42.573291,1994-05-29
01094500,1994,5,30,15.6555555555555,0.0,1.38226081041,42.573291,1994-05-30
01094500,1994,5,31,18.747222222222,0.0,1.233536545999,42.573291,1994-05-31
01094500,1994,6,1,19.8222222222225,1.911858,1.268530490567,42.573291,1994-06-01
01094500,1994,6,2,13.372222222222499,0.758444,1.347266865843,42.573291,1994-06-02
01094500,1994,6,3,8.8305555555555,0.0,1.111057740013,42.573291,1994-06-03
01094500,1994,6,4,13.3305555555555,0.0,0.988578934028,42.573291,1994-06-04
01094500,1994,6,5,16.172222222222,0.0,0.892345586467,42.573291,1994-06-05
01094500,1994,6,6,18.25,1.110488,0.848603155758,42.573291,1994-06-06
01094500,1994,6,7,17.475,1.971802,0.944836503318,42.573291,1994-06-07
01094500,1994,6,8,17.983333333333,0.0,0.866100128042,42.573291,1994-06-08
01094500,1994,6,9,12.4472222222225,0.0,0.769866780482,42.573291,1994-06-09
01094500,1994,6,10,15.5166666666665,0.0,0.734872835914,42.573291,1994-06-10
01094500,1994,6,11,15.402777777778,0.86614,0.66488494678,42.573291,1994-06-11
01094500,1994,6,12,17.3138888888885,4.4069,0.734872835914,42.573291,1994-06-12
01094500,1994,6,13,17.988888888889,0.408686,0.778615266624,42.573291,1994-06-13
01094500,1994,6,14,22.6861111111115,1.978152,0.699878891347,42.573291,1994-06-14
01094500,1994,6,15,21.977777777777497,0.254,0.66488494678,42.573291,1994-06-15
01094500,1994,6,16,21.3305555555555,0.0,0.62114251607,42.573291,1994-06-16
01094500,1994,6,17,22.4944444444445,0.0,0.577400085361,42.573291,1994-06-17
01094500,1994,6,18,24.9444444444445,0.418338,0.551154626936,42.573291,1994-06-18
01094500,1994,6,19,25.5416666666665,0.1105662,0.507412196227,42.573291,1994-06-19
01094500,1994,6,20,21.261111111111,0.0,0.472418251659,42.573291,1994-06-20
01094500,1994,6,21,20.5416666666665,2.98704,0.472418251659,42.573291,1994-06-21
01094500,1994,6,22,16.5305555555555,0.408686,0.507412196227,42.573291,1994-06-22
01094500,1994,6,23,18.736111111111,0.0,0.446172793234,42.573291,1994-06-23
01094500,1994,6,24,19.502777777778,4.9276,0.437424307092,42.573291,1994-06-24
01094500,1994,6,25,16.1972222222225,10.414,0.778615266624,42.573291,1994-06-25
01094500,1994,6,26,18.252777777778,0.86614,0.699878891347,42.573291,1994-06-26
01094500,1994,6,27,20.725,0.0,0.542406140794,42.573291,1994-06-27
01094500,1994,6,28,22.025,6.5786,0.577400085361,42.573291,1994-06-28
01094500,1994,6,29,20.4166666666665,5.1562,1.023572878595,42.573291,1994-06-29
01094500,1994,6,30,20.1916666666665,0.552196,0.909842558751,42.573291,1994-06-30
01094500,1994,7,1,20.6333333333335,0.0,0.656136460638,42.573291,1994-07-01
01094500,1994,7,2,21.3694444444445,0.0,0.551154626936,42.573291,1994-07-02
01094500,1994,7,3,22.125,0.0,0.481166737801,42.573291,1994-07-03
01094500,1994,7,4,18.716666666667,0.0,0.42867582095,42.573291,1994-07-04
01094500,1994,7,5,18.6666666666665,0.0,0.411178848666,42.573291,1994-07-05
01094500,1994,7,6,20.538888888889,0.955802,0.393681876383,42.573291,1994-07-06
01094500,1994,7,7,24.8333333333335,4.5212,0.419927334808,42.573291,1994-07-07
01094500,1994,7,8,25.522222222222,2.452624,0.796112238907,42.573291,1994-07-08
01094500,1994,7,9,24.466666666667,1.25857,0.66488494678,42.573291,1994-07-09
01094500,1994,7,10,23.288888888888998,0.314198,0.481166737801,42.573291,1994-07-10
01094500,1994,7,11,20.136111111111,0.0,0.411178848666,42.573291,1994-07-11
01094500,1994,7,12,18.1166666666665,0.0,0.376184904099,42.573291,1994-07-12
01094500,1994,7,13,19.572222222222,0.0,0.349939445674,42.573291,1994-07-13
01094500,1994,7,14,21.6972222222225,0.447802,0.341190959532,42.573291,1994-07-14
01094500,1994,7,15,19.8694444444445,3.86588,0.367436417957,42.573291,1994-07-15
01094500,1994,7,16,16.9583333333335,0.701802,0.358687931815,42.573291,1994-07-16
01094500,1994,7,17,21.697222222222,4.77774,0.33244247339,42.573291,1994-07-17
01094500,1994,7,18,21.138888888888502,0.1939036,0.393681876383,42.573291,1994-07-18
01094500,1994,7,19,20.0805555555555,0.1434338,0.384933390241,42.573291,1994-07-19
01094500,1994,7,20,22.813888888889,0.762,0.341190959532,42.573291,1994-07-20
01094500,1994,7,21,24.3916666666665,4.51358,0.323693987248,42.573291,1994-07-21
01094500,1994,7,22,25.6527777777775,11.87704,0.314945501106,42.573291,1994-07-22
01094500,1994,7,23,24.513888888889,24.70658,1.09356076773,42.573291,1994-07-23
01094500,1994,7,24,22.713888888889002,1.471676,0.796112238907,42.573291,1994-07-24
01094500,1994,7,25,23.602777777778,1.003554,0.507412196227,42.573291,1994-07-25
01094500,1994,7,26,22.219444444444502,7.66826,0.437424307092,42.573291,1994-07-26
01094500,1994,7,27,22.263888888888502,13.78712,0.384933390241,42.573291,1994-07-27
01094500,1994,7,28,20.972222222222,38.9382,1.530985074822,42.573291,1994-07-28
01094500,1994,7,29,20.388888888889,9.7409,2.020900298765,42.573291,1994-07-29
01094500,1994,7,30,21.972222222222,5.27304,1.443500213403,42.573291,1994-07-30
01094500,1994,7,31,22.402777777778,1.185926,0.971081961744,42.573291,1994-07-31
01094500,1994,8,1,20.377777777778,0.0,0.717375863631,42.573291,1994-08-01
01094500,1994,8,2,21.35,0.0,0.594897057645,42.573291,1994-08-02
01094500,1994,8,3,22.783333333333502,0.0504444,0.52490916851,42.573291,1994-08-03
01094500,1994,8,4,22.825,0.0,0.481166737801,42.573291,1994-08-04
01094500,1994,8,5,22.908333333333502,4.5593,0.446172793234,42.573291,1994-08-05
01094500,1994,8,6,14.8305555555555,0.90424,0.472418251659,42.573291,1994-08-06
01094500,1994,8,7,13.313888888889,0.0,0.384933390241,42.573291,1994-08-07
01094500,1994,8,8,16.2166666666665,0.0,0.376184904099,42.573291,1994-08-08
01094500,1994,8,9,17.611111111111,0.0,0.358687931815,42.573291,1994-08-09
01094500,1994,8,10,18.5305555555555,0.0,0.341190959532,42.573291,1994-08-10
01094500,1994,8,11,16.786111111111,0.0,0.33244247339,42.573291,1994-08-11
01094500,1994,8,12,15.6833333333335,2.206244,0.314945501106,42.573291,1994-08-12
01094500,1994,8,13,19.1694444444445,7.95528,0.419927334808,42.573291,1994-08-13
01094500,1994,8,14,21.863888888889,1.876044,0.42867582095,42.573291,1994-08-14
01094500,1994,8,15,16.6027777777775,0.0,0.358687931815,42.573291,1994-08-15
01094500,1994,8,16,12.55,0.0,0.341190959532,42.573291,1994-08-16
01094500,1994,8,17,15.0305555555555,14.46784,0.323693987248,42.573291,1994-08-17
01094500,1994,8,18,16.261111111111,50.5714,3.613124776579,42.573291,1994-08-18
01094500,1994,8,19,18.644444444444503,6.01218,2.152127590892,42.573291,1994-08-19
01094500,1994,8,20,18.180555555556,0.0,1.356015351985,42.573291,1994-08-20
01094500,1994,8,21,20.436111111111,16.8783,1.740948742226,42.573291,1994-08-21
01094500,1994,8,22,20.375,21.2217,3.989309680678,42.573291,1994-08-22
01094500,1994,8,23,12.65,2.91592,2.703282217828,42.573291,1994-08-23
01094500,1994,8,24,13.1805555555555,0.0,1.565979019389,42.573291,1994-08-24
01094500,1994,8,25,14.3972222222225,0.0,1.137303198439,42.573291,1994-08-25
01094500,1994,8,26,16.763888888889,0.00630936,0.883597100326,42.573291,1994-08-26
01094500,1994,8,27,20.388888888889,0.0,0.76111829434,42.573291,1994-08-27
01094500,1994,8,28,18.408333333333,3.81508,0.708627377489,42.573291,1994-08-28
01094500,1994,8,29,19.769444444444503,3.37058,0.717375863631,42.573291,1994-08-29
01094500,1994,8,30,14.263888888889,1.55321,0.612394029929,42.573291,1994-08-30
01094500,1994,8,31,14.3027777777775,0.00630936,0.542406140794,42.573291,1994-08-31
01094500,1994,9,1,13.533333333333498,0.0,0.542406140794,42.573291,1994-09-01
01094500,1994,9,2,13.036111111111,0.0,0.498663710085,42.573291,1994-09-02
01094500,1994,9,3,11.024999999999999,0.0,0.437424307092,42.573291,1994-09-03
01094500,1994,9,4,10.952777777778,0.0,0.402430362525,42.573291,1994-09-04
01094500,1994,9,5,10.658333333333498,0.254,0.411178848666,42.573291,1994-09-05
01094500,1994,9,6,12.8916666666665,0.0,0.42867582095,42.573291,1994-09-06
01094500,1994,9,7,11.677777777778,0.457454,0.419927334808,42.573291,1994-09-07
01094500,1994,9,8,13.122222222222,0.0,0.384933390241,42.573291,1994-09-08
01094500,1994,9,9,14.9555555555555,1.834642,0.393681876383,42.573291,1994-09-09
01094500,1994,9,10,13.3194444444445,0.0504444,0.376184904099,42.573291,1994-09-10
01094500,1994,9,11,11.7861111111115,0.0,0.341190959532,42.573291,1994-09-11
01094500,1994,9,12,11.7583333333335,0.0,0.341190959532,42.573291,1994-09-12
01094500,1994,9,13,15.191666666667,0.254,0.349939445674,42.573291,1994-09-13
01094500,1994,9,14,19.0916666666665,2.84988,0.358687931815,42.573291,1994-09-14
01094500,1994,9,15,14.113888888888999,0.254,0.349939445674,42.573291,1994-09-15
01094500,1994,9,16,13.877777777778,0.0,0.349939445674,42.573291,1994-09-16
01094500,1994,9,17,14.416666666666499,9.09574,0.454921279376,42.573291,1994-09-17
01094500,1994,9,18,17.519444444444503,7.51332,0.769866780482,42.573291,1994-09-18
01094500,1994,9,19,10.602777777778002,0.0,0.542406140794,42.573291,1994-09-19
01094500,1994,9,20,10.586111111111,0.0,0.437424307092,42.573291,1994-09-20
01094500,1994,9,21,12.630555555555999,0.0,0.393681876383,42.573291,1994-09-21
01094500,1994,9,22,15.161111111111001,7.78002,0.376184904099,42.573291,1994-09-22
01094500,1994,9,23,13.461111111110998,47.0408,4.689188572025,42.573291,1994-09-23
01094500,1994,9,24,13.5388888888885,7.38886,3.499394456735,42.573291,1994-09-24
01094500,1994,9,25,15.086111111111,0.408686,1.758445714509,42.573291,1994-09-25
01094500,1994,9,26,15.7,1.27,1.312272921276,42.573291,1994-09-26
01094500,1994,9,27,13.65,15.18412,1.61846993624,42.573291,1994-09-27
01094500,1994,9,28,13.7583333333335,4.04114,1.863427548211,42.573291,1994-09-28
01094500,1994,9,29,13.877777777777501,0.453898,1.347266865843,42.573291,1994-09-29
01094500,1994,9,30,10.583333333333,0.0,1.102309253872,42.573291,1994-09-30
01094500,1994,10,1,7.9333333333335005,0.498348,0.883597100326,42.573291,1994-10-01
01094500,1994,10,2,6.916666666667,0.0504444,0.796112238907,42.573291,1994-10-02
01094500,1994,10,3,6.5777777777774995,0.0,0.726124349773,42.573291,1994-10-03
01094500,1994,10,4,6.2027777777779995,0.0,0.656136460638,42.573291,1994-10-04
01094500,1994,10,5,7.430555555555499,0.0,0.647387974496,42.573291,1994-10-05
01094500,1994,10,6,5.122222222222,0.0,0.691130405205,42.573291,1994-10-06
01094500,1994,10,7,6.830555555555501,0.0,0.594897057645,42.573291,1994-10-07
01094500,1994,10,8,10.875,0.0,0.551154626936,42.573291,1994-10-08
01094500,1994,10,9,13.944444444443999,1.569212,0.516160682368,42.573291,1994-10-09
01094500,1994,10,10,12.4972222222225,1.67386,0.52490916851,42.573291,1994-10-10
01094500,1994,10,11,6.6194444444439995,0.0,0.489915223943,42.573291,1994-10-11
01094500,1994,10,12,3.4166666666669996,0.0,0.463669765517,42.573291,1994-10-12
01094500,1994,10,13,5.294444444444499,0.0,0.454921279376,42.573291,1994-10-13
01094500,1994,10,14,7.472222222221999,0.0,0.454921279376,42.573291,1994-10-14
01094500,1994,10,15,7.669444444444499,0.0,0.437424307092,42.573291,1994-10-15
01094500,1994,10,16,5.6333333333335,0.0,0.42867582095,42.573291,1994-10-16
01094500,1994,10,17,7.3055555555555,0.0,0.42867582095,42.573291,1994-10-17
01094500,1994,10,18,7.161111111111,1.27,0.42867582095,42.573291,1994-10-18
01094500,1994,10,19,7.7,0.304546,0.437424307092,42.573291,1994-10-19
01094500,1994,10,20,11.783333333333,7.36092,0.516160682368,42.573291,1994-10-20
01094500,1994,10,21,13.4916666666665,1.568196,0.673633432922,42.573291,1994-10-21
01094500,1994,10,22,13.358333333333501,0.0,0.577400085361,42.573291,1994-10-22
01094500,1994,10,23,11.138888888889,2.316988,0.551154626936,42.573291,1994-10-23
01094500,1994,10,24,10.5,1.253998,0.629891002212,42.573291,1994-10-24
01094500,1994,10,25,8.311111111111,0.0,0.577400085361,42.573291,1994-10-25
01094500,1994,10,26,6.5055555555555,0.0,0.542406140794,42.573291,1994-10-26
01094500,1994,10,27,5.205555555556,0.0,0.577400085361,42.573291,1994-10-27
01094500,1994,10,28,3.402777777778,0.0,0.839854669616,42.573291,1994-10-28
01094500,1994,10,29,6.525,0.0,1.076063795446,42.573291,1994-10-29
01094500,1994,10,30,9.1333333333335,0.0,0.691130405205,42.573291,1994-10-30
01094500,1994,10,31,11.8694444444445,1.690624,0.603645543787,42.573291,1994-10-31
01094500,1994,11,1,10.977777777778,7.3787,1.329769893559,42.573291,1994-11-01
01094500,1994,11,2,11.486111111111,0.508,0.979830447886,42.573291,1994-11-02
01094500,1994,11,3,4.741666666666999,0.0,0.682381919063,42.573291,1994-11-03
01094500,1994,11,4,9.2138888888885,0.0,0.638639488354,42.573291,1994-11-04
01094500,1994,11,5,15.0027777777775,0.0,0.577400085361,42.573291,1994-11-05
01094500,1994,11,6,15.2694444444445,2.43586,0.516160682368,42.573291,1994-11-06
01094500,1994,11,7,8.8444444444445,0.762,0.691130405205,42.573291,1994-11-07
01094500,1994,11,8,6.1916666666664995,0.0,0.52490916851,42.573291,1994-11-08
01094500,1994,11,9,9.05,0.304546,0.489915223943,42.573291,1994-11-09
01094500,1994,11,10,6.95,0.558546,0.498663710085,42.573291,1994-11-10
01094500,1994,11,11,3.0805555555554998,0.0,0.507412196227,42.573291,1994-11-11
01094500,1994,11,12,1.0666666666665003,0.0,0.454921279376,42.573291,1994-11-12
01094500,1994,11,13,4.0833333333335,0.0,0.437424307092,42.573291,1994-11-13
01094500,1994,11,14,4.2944444444445,0.0,0.437424307092,42.573291,1994-11-14
01094500,1994,11,15,5.530555555556,0.0,0.437424307092,42.573291,1994-11-15
01094500,1994,11,16,7.627777777777499,0.0,0.42867582095,42.573291,1994-11-16
01094500,1994,11,17,1.0,0.0,0.419927334808,42.573291,1994-11-17
01094500,1994,11,18,2.7027777777775,1.974342,0.42867582095,42.573291,1994-11-18
01094500,1994,11,19,5.169444444444499,0.40259,0.507412196227,42.573291,1994-11-19
01094500,1994,11,20,5.194444444444501,0.0,0.454921279376,42.573291,1994-11-20
01094500,1994,11,21,2.4999999999999996,20.74926,0.481166737801,42.573291,1994-11-21
01094500,1994,11,22,4.138888888889,4.71424,1.111057740013,42.573291,1994-11-22
01094500,1994,11,23,2.6361111111109996,0.254,0.848603155758,42.573291,1994-11-23
01094500,1994,11,24,-4.083333333333,0.0,0.699878891347,42.573291,1994-11-24
01094500,1994,11,25,-3.2861111111109995,0.0,0.612394029929,42.573291,1994-11-25
